,video_url,comment_author,publish_time,comment_text,up_vote
4,https://www.youtube.com/watch?v=SkWuxbhx9yI,黃Juliet,2年前,@@@@COCO@@@@,1
5,https://www.youtube.com/watch?v=SkWuxbhx9yI,黃Juliet,2年前,羅一萍,0
6,https://www.youtube.com/watch?v=SkWuxbhx9yI,黃Juliet,2年前,@@@@許儷琳@@@@,1
7,https://www.youtube.com/watch?v=SkWuxbhx9yI,黃Juliet,2年前,@@@@生化湯@@@@,1
8,https://www.youtube.com/watch?v=SkWuxbhx9yI,黃Juliet,2年前,@@@@萬能鎖匙@@@@,1
9,https://www.youtube.com/watch?v=SkWuxbhx9yI,黃Juliet,2年前,@@@@拐子鎖@@@@,1
10,https://www.youtube.com/watch?v=SkWuxbhx9yI,黃Juliet,2年前,@@@@拐紫鎖@@@@,1
11,https://www.youtube.com/watch?v=SkWuxbhx9yI,黃Juliet,2年前,@@@@琉薄溫@@@@,1
12,https://www.youtube.com/watch?v=SkWuxbhx9yI,黃Juliet,2年前,@@@@丹尼爾@@@@,1
13,https://www.youtube.com/watch?v=SkWuxbhx9yI,黃Juliet,2年前,@@@@JULIET@@@@,1
14,https://www.youtube.com/watch?v=SkWuxbhx9yI,黃Juliet,2年前,@@@@孔嗨@@@@,1
15,https://www.youtube.com/watch?v=SkWuxbhx9yI,8razil,2年前,引用網友【陳eric的話：你老婆一個月跟你拿7萬常常出國、然後鬧離婚要房子你開心嗎我看妳比他狂勒】。。。。。。。這個人是在那邊認同肉員鬼打老婆嗎?所以不開心就可以打老婆小孩?心裡不平衡有病是要去看醫生 好嗎!!!,0
16,https://www.youtube.com/watch?v=SkWuxbhx9yI,吳少凱,2年前,涅童 涅童 ㄅㄆㄇ都不會講,0
17,https://www.youtube.com/watch?v=SkWuxbhx9yI,尼比魯星人,2年前（修改过）,"很認真的邊聽邊打字回應......聽到說我們又小又軟，馬的～三公分哥，力細類工啥小白賊話!!!




拳頭大就能家暴？你有本事就把人打死，不然給小孩長大了，你死定了！!",0
18,https://www.youtube.com/watch?v=SkWuxbhx9yI,黃梅藝,2年前,這部影片 好像預言了 辣椒哥的出現 傻眼,0
19,https://www.youtube.com/watch?v=SkWuxbhx9yI,黃梅藝,2年前,是台灣的文化 也是社會的問題 但是鬼島法律根本是個屁,3
20,https://www.youtube.com/watch?v=SkWuxbhx9yI,龍小屏,2年前,很欣賞館長~真男人！,4
21,https://www.youtube.com/watch?v=SkWuxbhx9yI,張永蔚,2年前,可是那樣的行為基礎背後就不會是所謂的就事論事,0
22,https://www.youtube.com/watch?v=SkWuxbhx9yI,鄭揚,2年前,有恃ㄕˋ無恐,0
23,https://www.youtube.com/watch?v=SkWuxbhx9yI,菩提子,2年前,胎兒的健康成長已在孕母時不能忽視愛的薫習,0
24,https://www.youtube.com/watch?v=SkWuxbhx9yI,菩提子,2年前,一個願打一個願挨自律自省是人生的功課,0
25,https://www.youtube.com/watch?v=SkWuxbhx9yI,陳正煥,2年前,不準你說這麼不吉利的話！館長……,0
26,https://www.youtube.com/watch?v=SkWuxbhx9yI,劉伊森,2年前,台灣良心！永遠支持館長！館長加油！這個病態的社會需要有像你這樣強力的義士出來導正！,5
27,https://www.youtube.com/watch?v=SkWuxbhx9yI,黃昭和,2年前,老婆前夫生的女兒也秀命命！這樣的館長  要讚暴他,4
28,https://www.youtube.com/watch?v=SkWuxbhx9yI,pinglin Lu,2年前,早知道是渣 還硬要再一起 不少,1
29,https://www.youtube.com/watch?v=SkWuxbhx9yI,M. JEAN,2年前,賣肉的，這個你也可以聊喔。。。呵呵呵，騙肖,0
30,https://www.youtube.com/watch?v=SkWuxbhx9yI,謝宇晉,2年前,我只知道今天因為肉圓沒加辣的那個渣男,0
31,https://www.youtube.com/watch?v=SkWuxbhx9yI,吃吃,2年前（修改过）,"現在一堆特別醜的ㄈㄓ天天嘴台女
也不看看自己長啥鳥樣 ㄏ",4
32,https://www.youtube.com/watch?v=SkWuxbhx9yI,阿愈,2年前（修改过）,"館長或許可以拿起雷神之槌歐

中段讓我想起打老婆菜 - 茼篙

這種事 台語叫做洩幹 (夏夕夏景)",0
33,https://www.youtube.com/watch?v=SkWuxbhx9yI,we we,2年前,館長講的對，變身的滿多，在外受氣回家出氣～,0
34,https://www.youtube.com/watch?v=SkWuxbhx9yI,沽溜,2年前,許多動物都不會打自己小孩了！那些家暴打伴侶的人真的。。。無法容忍,5
35,https://www.youtube.com/watch?v=SkWuxbhx9yI,語晴,2年前,"館長是真男人
很多人在女生性侵事件
只會說女生一定穿太少

各位可以去google隨機性侵事件中
女生通常其實都是穿著樣貌樸素的唷

當然職場性侵又不一樣的觀點......",11
36,https://www.youtube.com/watch?v=SkWuxbhx9yI,Arisa Ichigaya,2年前,自然人始自從母親子宮中出生。所以打孕婦不算打兩人，但對弱者暴力相向的確不可取。,0
37,https://www.youtube.com/watch?v=SkWuxbhx9yI,心动e日记,2年前,铁律：家暴的男人没出息。,6
38,https://www.youtube.com/watch?v=SkWuxbhx9yI,響劍,2年前,"這個真的要被害者覺醒,不然就算幫他們報警他們也不會承認",3
39,https://www.youtube.com/watch?v=SkWuxbhx9yI,吳緯,2年前,真的很喜歡聽館長說道理,3
0,https://www.youtube.com/watch?v=mXhrvko0Vek,eva chou,2年前,“我女兒養那麽大給你打！“ 說的太贊�,1438
1,https://www.youtube.com/watch?v=mXhrvko0Vek,Dopline Hu,2年前,暴力不能解決問題，但可以解決有問題的人,683
2,https://www.youtube.com/watch?v=mXhrvko0Vek,sj_mysg,2年前,马来西亚最帅岳父�,525
3,https://www.youtube.com/watch?v=mXhrvko0Vek,梦飞,2年前（修改过）,渣男说了对不起过后，岳父生气的踢了他一脚，接着问他“你打我女儿的时候有跟讲她对不起吗？”，我很认同这句！简直是渣男的代言人！,100
4,https://www.youtube.com/watch?v=mXhrvko0Vek,trigger leo,2年前,这个世界最没用的男人就是打女人的男人！,465
5,https://www.youtube.com/watch?v=mXhrvko0Vek,Wonderful moment,2年前,有点帅  有点感人  岳父的纹身。。   霸气,500
6,https://www.youtube.com/watch?v=mXhrvko0Vek,Oo小玉西瓜oO,2年前,除非你岳父一直穿西裝或長袖 不然你看到那兩條手的刺青 你敢動手打他女兒也算是好膽的.....,330
7,https://www.youtube.com/watch?v=mXhrvko0Vek,林如如,2年前,這老爸打的好  說得對,405
8,https://www.youtube.com/watch?v=mXhrvko0Vek,自由,2年前,打人雖然不對、但為什麼我覺得打的好。,116
9,https://www.youtube.com/watch?v=mXhrvko0Vek,Kelvin Tan,2年前（修改过）,才不是自知理虧不敢還手。。。你們看看岳父和他朋友的紋身就知道他為什麼不敢還手了。,641
10,https://www.youtube.com/watch?v=mXhrvko0Vek,阿翰,2年前,唯獨以暴制暴才能讓人聽話。,231
11,https://www.youtube.com/watch?v=mXhrvko0Vek,李,2年前,你都不知爸爸的心疼！該被教訓,63
12,https://www.youtube.com/watch?v=mXhrvko0Vek,HairStylist Polly,2年前,打的好，愛女兒的爸爸是不會打女兒的，憑什麼女兒養大了，要給別的渣男打,76
13,https://www.youtube.com/watch?v=mXhrvko0Vek,joe so,2年前,誰都不能接受自己女兒被打吧！,111
14,https://www.youtube.com/watch?v=mXhrvko0Vek,scoop0420,2年前,"不管岳父是什麼樣的人，身為男人動手打女人就是不對！！
只有被皮肉教訓真的已經很手下留情了！",57
15,https://www.youtube.com/watch?v=mXhrvko0Vek,Xinyohw Xinyhow,2年前,干 这种老爸超帅 想必女儿以前上学的时候应该没人敢动,64
16,https://www.youtube.com/watch?v=mXhrvko0Vek,宁馨,2年前,"这是多丢脸,我国新闻连国外的知道XD",202
17,https://www.youtube.com/watch?v=mXhrvko0Vek,Lao Wang,2年前,舒服 打得好,123
18,https://www.youtube.com/watch?v=mXhrvko0Vek,Xuan Jin,2年前,"15秒二十二拳。。。。







李小龙和加藤鹰表示怕怕了。。。",60
19,https://www.youtube.com/watch?v=mXhrvko0Vek,楊玉芬,2年前（修改过）,打的好�,56
0,https://www.youtube.com/watch?v=MvaUD-BsHrw,Ka Chun Chick,3年前,世上只有一份工最難做，就係父母,35
1,https://www.youtube.com/watch?v=MvaUD-BsHrw,Yanyan Lam,3年前,原來肥媽女強人嘅性格係咁樣嘅由來,73
2,https://www.youtube.com/watch?v=MvaUD-BsHrw,滿滿的幸福,3年前,肥媽˙˙˙真的很會打扮自己˙˙˙雖然胖嘟嘟的˙˙˙穿著很高雅又漂亮,8
3,https://www.youtube.com/watch?v=MvaUD-BsHrw,Jeffrey Du,3年前,真心有D慘,120
4,https://www.youtube.com/watch?v=MvaUD-BsHrw,Betty Chen,2年前,祝福肥媽勇敢的享受幸福！,3
5,https://www.youtube.com/watch?v=MvaUD-BsHrw,yuen hung Chan,3年前,"肥媽,�✌��再加油！",3
6,https://www.youtube.com/watch?v=MvaUD-BsHrw,Ivy Dong,5个月前,肥妈很坚强� 很善良  养大这么多个孩子不易 愿你继续开朗 健康 安度晚年,0
7,https://www.youtube.com/watch?v=MvaUD-BsHrw,Nina Shum,3年前,"I am glad she left that man. A note to all the ladies: if your other half starts to disrespect or be violent towards you, leave. Doesn't matter if you have kids, just get out of the relationship and never turn back. It would be the best decision of your life.",7
8,https://www.youtube.com/watch?v=MvaUD-BsHrw,keigorjai,1年前,藍絲總要還，睇住之後嘅日子,4
9,https://www.youtube.com/watch?v=MvaUD-BsHrw,Jacky Tan,3年前,加油,3
10,https://www.youtube.com/watch?v=MvaUD-BsHrw,Lee Kok Whei,2年前（修改过）,想不到～苦尽甘来～,0
11,https://www.youtube.com/watch?v=MvaUD-BsHrw,oxford1603,3年前,Love is lovelier the second time around.  I am so happy for her.,0
12,https://www.youtube.com/watch?v=MvaUD-BsHrw,湛非姓王_嬰非姓肖,3年前,肥媽好可憐呀！�����,0
13,https://www.youtube.com/watch?v=MvaUD-BsHrw,Lady Grey Tea,2年前,支持肥媽,0
14,https://www.youtube.com/watch?v=MvaUD-BsHrw,李元芳,3年前,肥媽，支持你！,0
15,https://www.youtube.com/watch?v=MvaUD-BsHrw,Wong M_L,3年前,肥媽苦盡甘來！加油,28
16,https://www.youtube.com/watch?v=MvaUD-BsHrw,HO MEISZE,3年前,咁都系個好媽媽黎嘅,3
17,https://www.youtube.com/watch?v=MvaUD-BsHrw,Ho Jerry,2年前,烏蘇拉！,0
18,https://www.youtube.com/watch?v=MvaUD-BsHrw,慕容嫣,1年前,而家全香港都明白，點解肥媽比人打…,1
19,https://www.youtube.com/watch?v=MvaUD-BsHrw,Kanye Wai,2年前,打肥媽 ?打边度 ?她從頭到脚都系肥肉.打都彈手啦.吾入肉.吾痛的.我有信心.冇事放心啦!嘻嘻,1
0,https://www.youtube.com/watch?v=jTVMgZIZm9Y,李依憓,4个月前,再次看到社工的高度,1
1,https://www.youtube.com/watch?v=jTVMgZIZm9Y,Lesley Yuan,2年前,再不走就會打到孩子了,2
2,https://www.youtube.com/watch?v=jTVMgZIZm9Y,Philip Wang,2年前,難道越南人就不是人嗎!!,3
0,https://www.youtube.com/watch?v=Ix82EZ3SGCE,YUN YANG LIN,2年前,做這影片太有才,182
1,https://www.youtube.com/watch?v=Ix82EZ3SGCE,R ye,2年前,"除了演得一齣好戲的渣男外
這次的剪接直接五顆星�",6
2,https://www.youtube.com/watch?v=Ix82EZ3SGCE,賴大木,2年前,"至打女人的那一刻起
就注定這一生的失敗了",33
3,https://www.youtube.com/watch?v=Ix82EZ3SGCE,yvette74731,1年前,講一個笑話，很多人說男人願意結婚表示真愛。,4
4,https://www.youtube.com/watch?v=Ix82EZ3SGCE,BLUE G,2年前,這影片做的 佩服,11
5,https://www.youtube.com/watch?v=Ix82EZ3SGCE,高玉林,2年前,富邦猛炮隊,6
6,https://www.youtube.com/watch?v=Ix82EZ3SGCE,暗陰羊,2年前,這剪輯跟旁白也太觸咪~,0
7,https://www.youtube.com/watch?v=Ix82EZ3SGCE,魔人啾啾,2年前（修改过）,翻譯：我偷吃但嘴擦的很乾淨喔,0
8,https://www.youtube.com/watch?v=Ix82EZ3SGCE,豬排丼牛肉丼想進妳的井,2年前,這則新聞是我看過那麼多年以來最有才的了,0
9,https://www.youtube.com/watch?v=Ix82EZ3SGCE,張鈞詒,2年前,這剪接超猛，遇到人渣大家只有同一個答案啊,0
10,https://www.youtube.com/watch?v=Ix82EZ3SGCE,太子,2年前,我還以為大樹跟無尾熊的故事已經夠精彩了,1
11,https://www.youtube.com/watch?v=Ix82EZ3SGCE,阿崴,2年前,超嗆��,0
12,https://www.youtube.com/watch?v=Ix82EZ3SGCE,Jerry,2年前,勝雄拜拜����,1
13,https://www.youtube.com/watch?v=Ix82EZ3SGCE,張家恩,2年前,想看他跟陳詩欣在一塊,0
14,https://www.youtube.com/watch?v=Ix82EZ3SGCE,Josh Lo,2年前,這個M女說不定真的是M女 喜歡粗暴的�,1
15,https://www.youtube.com/watch?v=Ix82EZ3SGCE,佑桑,2年前,渣死了,62
16,https://www.youtube.com/watch?v=Ix82EZ3SGCE,俊輝,2年前,我咧 ! ! 富邦的球員有被渣男傳染嗎？像屍速列車情景 ~ ~（^&^）,0
17,https://www.youtube.com/watch?v=Ix82EZ3SGCE,Town Noname,2年前,鏡週刊怨念很深喔....幹的好 把這些毒瘤都趕出中職,0
18,https://www.youtube.com/watch?v=Ix82EZ3SGCE,宗古,2年前,應該是性成癮。男人得到這種病就沒救了！,20
19,https://www.youtube.com/watch?v=Ix82EZ3SGCE,強者,2年前,0:34   吃太多  檳榔,1
20,https://www.youtube.com/watch?v=Ix82EZ3SGCE,G3310 G,2年前,求m女泳裝圖,0
21,https://www.youtube.com/watch?v=Ix82EZ3SGCE,桃園賭王,2年前,"被釋出後可能一開始可以去個學校當教練
等到發現薪水不夠用之後開始舉債
債台高築之後....自行想像吧～～",0
22,https://www.youtube.com/watch?v=Ix82EZ3SGCE,Pink Lisa,2年前,覺得小三以後也要小心被揍了�,7
23,https://www.youtube.com/watch?v=Ix82EZ3SGCE,王法及,2年前,，，一句，，人在福中不知福的王/\,0
24,https://www.youtube.com/watch?v=Ix82EZ3SGCE,強者,2年前,完蛋了   幫幫忙   這下   士氣大傷,0
25,https://www.youtube.com/watch?v=Ix82EZ3SGCE,奇幻之旅,2年前,"運動員很多都有暴力傾向
自己選擇的 自己承擔",2
26,https://www.youtube.com/watch?v=Ix82EZ3SGCE,康,2年前,那個少女時代歌詞是三小���,0
27,https://www.youtube.com/watch?v=Ix82EZ3SGCE,桂下薩滿迪,2年前,沒事他老婆最喜歡這一口,0
28,https://www.youtube.com/watch?v=Ix82EZ3SGCE,黑的白的紅的黃的紫的綠的藍的灰的你的我的他的她的大的小的圓的扁的,2年前,會打人真的要閃阿,0
29,https://www.youtube.com/watch?v=Ix82EZ3SGCE,ki Re,2年前,腥要偷，家至少也要顧。,0
30,https://www.youtube.com/watch?v=Ix82EZ3SGCE,ss77869,2年前,說他渣男 還對不起渣男,0
31,https://www.youtube.com/watch?v=Ix82EZ3SGCE,謝曉峰,2年前,他老婆我看也不錯阿，唉，結婚後就要收心了。,0
32,https://www.youtube.com/watch?v=Ix82EZ3SGCE,Sharlyn Wu,2年前,球員的太太都很可憐,0
33,https://www.youtube.com/watch?v=Ix82EZ3SGCE,李婕寧,2年前,誇張到嫑嫑,0
34,https://www.youtube.com/watch?v=Ix82EZ3SGCE,黃俊凱,2年前,職棒神功，必先自宮。,0
35,https://www.youtube.com/watch?v=Ix82EZ3SGCE,葉樂,2年前,開除了？！   恭喜。還有 富邦其實花這種錢 照顧球員。 也滿冤枉,2
36,https://www.youtube.com/watch?v=Ix82EZ3SGCE,Larry,2年前,"X渣? 男女都有包含,  男女結婚前都很多",0
37,https://www.youtube.com/watch?v=Ix82EZ3SGCE,東,2年前,叫他靈骨塔趕快買一買，幹,0
38,https://www.youtube.com/watch?v=Ix82EZ3SGCE,ii ii,2年前,哎呦   吃檳榔,4
39,https://www.youtube.com/watch?v=Ix82EZ3SGCE,赫密特,2年前,職棒要亡了,0
0,https://www.youtube.com/watch?v=L3cJ8R52pGQ,燎原火,1周前,沒有本事，沒有肩膀，沒有責任心，沒有覺悟的垃圾人，千萬不要結婚，更不要生育，你的一時爽快勢必會造成莫大的社會負擔。,50
1,https://www.youtube.com/watch?v=L3cJ8R52pGQ,台灣人,1周前,"我女兒每一餐肚子餓要喝奶都是嘶吼到有奶喝才停，很難想像這個男嬰7天是怎麼過的。
天啊～好心疼好心疼",29
2,https://www.youtube.com/watch?v=L3cJ8R52pGQ,webber,1周前,"有的人有孩子不珍惜

有的人卻生不出孩子",19
3,https://www.youtube.com/watch?v=L3cJ8R52pGQ,1 1,1周前,"這告訴了我，不能把小孩留在有情緒暴力的人身邊
社工社會應再加一項要注意被留在有情緒暴力的人身邊的孩子",15
4,https://www.youtube.com/watch?v=L3cJ8R52pGQ,miki aka,1周前,可以沒能力不要生嗎？,24
5,https://www.youtube.com/watch?v=L3cJ8R52pGQ,巫振源,1周前（修改过）,房子變兇宅了   可憐的小孩子 希望他下輩子 可以平安成長 不用餓肚子,9
6,https://www.youtube.com/watch?v=L3cJ8R52pGQ,郭杏儀,1周前,當保姆與幼兒園老師要出示一堆證照才能照顧嬰幼兒，當父母的從來也沒被要求證照才能當父母，就那個嬰兒倒楣，選錯父母,5
7,https://www.youtube.com/watch?v=L3cJ8R52pGQ,ary loh,1周前,可怜的孩子�,9
8,https://www.youtube.com/watch?v=L3cJ8R52pGQ,樂天派,1周前,我的兒子出生還沒滿月，看到這種新聞只能說，這對父母真的有問題，我兒子哭泣我就會心痛...我並不是重男輕女，我女兒也幾乎是我在照顧,5
9,https://www.youtube.com/watch?v=L3cJ8R52pGQ,kingoffist,1周前,痛心的哭了,3
10,https://www.youtube.com/watch?v=L3cJ8R52pGQ,歐巴陳,1周前,南無阿彌陀佛，觀世音菩薩，大勢至菩薩�,2
11,https://www.youtube.com/watch?v=L3cJ8R52pGQ,周芸芸,1周前,為什麼要相信有暴力的男人，會獨立照顧孩子？他都會打妳了，就不會打孩子嗎？妳會不會太天真？還是不想照顧孩子？,8
12,https://www.youtube.com/watch?v=L3cJ8R52pGQ,揪爽欸,1周前,這個媽媽也很大的問題 認為一個會酗酒的男人 可以照顧好兒子 頭殼是裝屎 還是也不想盡到照顧孩子的責任,3
13,https://www.youtube.com/watch?v=L3cJ8R52pGQ,None,6小时前,"會喝酒會打老婆的男人
是我的話
我不會放心
把孩子交給這樣的男人",0
14,https://www.youtube.com/watch?v=L3cJ8R52pGQ,mineチャンネル,1周前,�阿彌陀佛�,3
15,https://www.youtube.com/watch?v=L3cJ8R52pGQ,新晴新晴,1周前,阿嬤在，那應該另有隱情，我只聽過無良父母，但還沒聽過無良的阿嬤，既然阿嬤有在帶小孩，那應該很懷疑了,1
16,https://www.youtube.com/watch?v=L3cJ8R52pGQ,王俊凱,1周前（修改过）,我想要連續一年 每天抽這個爸爸30鞭 抽完再灑辣椒油,6
17,https://www.youtube.com/watch?v=L3cJ8R52pGQ,Judy Lin,1周前,這個女孩太天真了，酒鬼會照顧小孩？,0
18,https://www.youtube.com/watch?v=L3cJ8R52pGQ,song song,21小时前,"這個故事告訴我們，男人動手打女人，這個男人就是百分之百有問題。
不要在相信愛的結晶可以挽回一切。",0
19,https://www.youtube.com/watch?v=L3cJ8R52pGQ,Aa Ab,1周前,真誇張,4
0,https://www.youtube.com/watch?v=9jkKOgK7bVw,張熙庭,8个月前,我很有感受，以前在男生班被莫名的欺負⋯⋯後來發現不是自己做錯什麼，而是因為特別的弱小。,10
1,https://www.youtube.com/watch?v=9jkKOgK7bVw,林子傑,8个月前,開大車的心理狀態也類似於此，車體龐大且居高臨下，誤以為自己變得強大……,9
0,https://www.youtube.com/watch?v=f-an9C32MG4,莊坤寶,9个月前,我覺得這種長期累積的家庭爆力下殺人，沒判死刑我很讚同，可是像那種隨機殺人，或模財害命的人沒判死刑的，實在是沒公平正義，現在的台灣司法真的沒天理了,42
1,https://www.youtube.com/watch?v=f-an9C32MG4,毛絨絨�,9个月前,"碧燕好有氣質好漂亮
卻經歷這麼多苦難 
她的故事真讓人心疼難過><",21
2,https://www.youtube.com/watch?v=f-an9C32MG4,Corrie可莉,9个月前,後面的歌詞看了覺得滿心酸的�     她是一個情感豐富、渴望愛的女孩，可惜都沒有在一個對的環境裡學習與成長，還能這麼開朗樂觀，真難得�,55
3,https://www.youtube.com/watch?v=f-an9C32MG4,比比,9个月前,這一集讓我看了....默默很想哭...心疼,45
4,https://www.youtube.com/watch?v=f-an9C32MG4,洪玉君,9个月前,學校真的是大問題,28
5,https://www.youtube.com/watch?v=f-an9C32MG4,0oVERSACEo0,9个月前,簡小姐很漂亮，希望他有新人生。,61
6,https://www.youtube.com/watch?v=f-an9C32MG4,Sherry Huang,9个月前,從小的環境只有養沒有教！可憐的孩子希望妳可以從妳的困境中成長！祝福妳！,37
7,https://www.youtube.com/watch?v=f-an9C32MG4,BLOXY COLA,9个月前,願上帝祝福簡碧燕接下來的人生有平安喜樂.,18
8,https://www.youtube.com/watch?v=f-an9C32MG4,林志忠,9个月前,"學校霸凌真的不要說,學校不知道.警察不知道,其實你們都知道,只是你們都狠心不管,我就是一個在被霸凌中長大的,直到我知道學校的師長是不會救我的,我才轉換了態度,既然每天要被打,可能會被打死,那我就拚了命的反擊,就算輸了最嚴重也只是被打死,至少比任憑同學毆打致死好,也因為這樣他們就再也沒霸凌我了,他們知道我會跟他們拼命,很不幸的我的兒子也遇到了學校霸凌,其中一次是我兒子的同學打電話給我,要我趕快的學校,當我到時教室被反鎖,走廊上有老師,竟然沒進教室制止,當我撞開教室門後,看到班長帶著7位同學把我兒子壓在地上踹,我跟學校和施暴者的家長反應了好多次,霸凌還是一樣持續著,自己的孩子自己救,我跟學校說我的孩子再被打的話,學校就準備面對媒體.與論跟調查,我跟施暴者家長說,再敢動我的孩子,他們孩子施加在我兒子身上的會全部奉還,從這個時候開始我兒子才終止被霸凌,請記住被打的是我們的孩子啊!自己的孩子自己救,不要期望學校了",43
9,https://www.youtube.com/watch?v=f-an9C32MG4,草莓哈根達,9个月前,聽她的故事好讓人心疼啊.....看到她現在好好的QQ 真是太好了 祝福她未來的人生順利!!,64
10,https://www.youtube.com/watch?v=f-an9C32MG4,poka霏,9个月前,好讓人心疼悲傷的經歷…,44
11,https://www.youtube.com/watch?v=f-an9C32MG4,邱燕姬,9个月前,蕳碧雪小姐、好勇敢、聽完她故事、好心疼、好不捨。真高興今天的妳、真是紅顏命薄……加油、苦難全成过去了。加油……加油……,38
12,https://www.youtube.com/watch?v=f-an9C32MG4,菲利,9个月前,恭喜重生  !   但是校園霸凌真的要改善   有些學生真的是沒有分寸   ...,55
13,https://www.youtube.com/watch?v=f-an9C32MG4,Li Ching Lo,9个月前,很值得看的一集，學校的霸零，一個人的成長一定會影響到人的一生，家庭、學校都非常重要的。,47
14,https://www.youtube.com/watch?v=f-an9C32MG4,Ning,9个月前,永远不要给打你的人第二次机会。给了你在他眼里就不是人了。,62
15,https://www.youtube.com/watch?v=f-an9C32MG4,Alma chen,9个月前,"感謝妳的故事是我不敢想像也無可聽到的事,也讓這個社會能有所警覺預防及改善悲劇的發生,祝福妳未來的人生要幸福喔!",34
16,https://www.youtube.com/watch?v=f-an9C32MG4,may992770,9个月前,聽了很心疼，加油 。。。妳還年輕,15
17,https://www.youtube.com/watch?v=f-an9C32MG4,Claire Han Hsu,7个月前,如果在學校被霸凌或有同學被霸凌而老師沒有處理，請向警察局第五組舉報、或向教育部督察室檢舉老師或學校。,4
18,https://www.youtube.com/watch?v=f-an9C32MG4,joe720325,9个月前,"以前的鄉下國中都是這樣，

壞學生很多，都會霸凌人。",10
19,https://www.youtube.com/watch?v=f-an9C32MG4,伍彥儒,9个月前,我覺得女主角以及心理老師，好棒！,33
20,https://www.youtube.com/watch?v=f-an9C32MG4,Nancy Huang,9个月前,很多學校或是老師根本不敢處理霸凌問題，大多眼不見為淨,9
21,https://www.youtube.com/watch?v=f-an9C32MG4,Jyun Yan Lin,9个月前,父母應是庇護港，看來她的父母都沒有好好的照顧保護她，才會尋求幫派的庇護，而一路走偏至此.....,6
22,https://www.youtube.com/watch?v=f-an9C32MG4,陳怡潔,9个月前,謝謝你 為民除掉人渣 警察做不做的 你做到了！,41
23,https://www.youtube.com/watch?v=f-an9C32MG4,蕭莉娜,9个月前,聽了非常的心疼⋯姐姐好勇敢,5
24,https://www.youtube.com/watch?v=f-an9C32MG4,joe720325,9个月前,看完這集，等於 看完一集 玫瑰桐鈴眼。,12
25,https://www.youtube.com/watch?v=f-an9C32MG4,Tai Ng,9个月前,如果她是名列前矛的學生‘老師一定為為她出頭。,7
26,https://www.youtube.com/watch?v=f-an9C32MG4,Abbie Angel 哼哼唱唱,9个月前,"校園霸凌很糟，成長環境很重要。
人都有傻過...",5
27,https://www.youtube.com/watch?v=f-an9C32MG4,fu Ben,9个月前,真的很佩服她，她是我見過最勇敢的大美女~ 希望她往後能順遂快樂~,6
28,https://www.youtube.com/watch?v=f-an9C32MG4,mymylujo,9个月前,"到底是哪一所鄉下學校,感覺那邊的人很冷漠無情,師長也很孬,聽了簡小姐的故事替她心疼",10
29,https://www.youtube.com/watch?v=f-an9C32MG4,彭國媛,9个月前,簡小姐堅持下去。加油！,13
30,https://www.youtube.com/watch?v=f-an9C32MG4,鴻昇,9个月前,久令唱的玫瑰少年也是在學校廁所被同儕覇凌，然後他結局在廁所不明原因死亡,11
31,https://www.youtube.com/watch?v=f-an9C32MG4,MT,9个月前,多年前看到YT有個媒體節目，有以創作人的角度說主角的故事，下面有她本人出來留言，而多年後此次看到簡小姐還是願意出來講自己故事，精神也不錯，用詞也感受得禮貌和㴠養，加油！該付出的也付出了，過去只是一縷幽靈，不真實，不重要。未來才有份量！繼續厚質自己的學養，累積能量，在你喜歡的領域說你的故事,5
32,https://www.youtube.com/watch?v=f-an9C32MG4,賴育麟,9个月前,其實很多人最後會被逼走上絕路也都是旁邊的人姑息養奸沒有伸出援手,20
33,https://www.youtube.com/watch?v=f-an9C32MG4,快樂音符,9个月前（修改过）,簡小姐的故事確實很感人，加油，簡小姐。�,2
34,https://www.youtube.com/watch?v=f-an9C32MG4,鍾妤安,9个月前,感覺簡碧燕的模樣和慕鈺華，有像,6
35,https://www.youtube.com/watch?v=f-an9C32MG4,CEO TW,9个月前,祝妳往後人生平安順利，加油加油！,5
36,https://www.youtube.com/watch?v=f-an9C32MG4,索蓋雅,9个月前,這精神意志力真強,3
37,https://www.youtube.com/watch?v=f-an9C32MG4,Ives Wu,9个月前,保護令對守法的人有效，會打女人的不會守法的,5
38,https://www.youtube.com/watch?v=f-an9C32MG4,Jash woo,9个月前,真人版的月本幸子啊！,3
39,https://www.youtube.com/watch?v=f-an9C32MG4,Cliff Wang,9个月前,主要還是校園霸凌問題一直沒有辦法解決,3
0,https://www.youtube.com/watch?v=5On2y1iLgyY,魏書亞,6年前,這發想好！讚！,3
1,https://www.youtube.com/watch?v=5On2y1iLgyY,afan chuang,7年前,這部片還有一部完整版的，建議看完整版的，可以更完整了解劇情想要傳達的意思～,2
2,https://www.youtube.com/watch?v=5On2y1iLgyY,奈布,3年前,好感人喔,0
3,https://www.youtube.com/watch?v=5On2y1iLgyY,活在當下,5年前,欸～没办法，我姐姐就是这样，外表温柔，心地暴力，看到都觉得像怪物一样,2
4,https://www.youtube.com/watch?v=5On2y1iLgyY,地理教室漢服哥的,7年前,民國76年，有智慧型手機??????,1
5,https://www.youtube.com/watch?v=5On2y1iLgyY,sting J,2年前,"【多成婦幼保護 】　可能有虐待、霸凌、拐賣、性騷擾和性侵風險的婦女兒童和弱勢者可免費使用（主頁鏈接進入）
這是公益項目。這將成為如同鑰匙和錢包一樣的出門必帶之物。Duosuccess.com",0
